Q1871748	https://en.wikipedia.org/wiki?curid=3135910	Louis III de Châtillon	0	0	0.136145	cardinal	However , they had [no] children , and his death left his father with no heirs , causing him to sell Blois to Louis of Valois , Duke of Orléans .
Q28530	https://en.wikipedia.org/wiki?curid=5855727	William II, Count of Flanders	0	0	0.136145	cardinal	They had [no] children .
Q374020	https://en.wikipedia.org/wiki?curid=195034	Emperor Shijō	0	0	0.136142	cardinal	He had [no] children , due to his youth at the time of his death .
Q41418	https://en.wikipedia.org/wiki?curid=44544307	Petras Jonaitis Mangirdaitis	0	0	0.136144	cardinal	Mantigirdaitis ' second wife was Anna , daughter of Alexander Olshanski ; they had [no] children .
Q357046	https://en.wikipedia.org/wiki?curid=195043	Rokujō	0	0	0.203118	cardinal	He left [no] children .
Q7184745	https://en.wikipedia.org/wiki?curid=27890758	Philippa of Antioch	0	0	0.13768	cardinal	Philippa however give birth to [no] children to Humphrey or to Andronikos .
Q120564	https://en.wikipedia.org/wiki?curid=195011	Meishō	0	0	0.136136	cardinal	She had [no] children of her own .
Q80261	https://en.wikipedia.org/wiki?curid=23103413	Mary Percy, Countess of Northumberland	0	0	0.136151	cardinal	The marriage , however , was unhappy , and they had [no] children .
Q5308880	https://en.wikipedia.org/wiki?curid=35060579	Willem Anne Assueer Jacob Schimmelpenninck van der Oye	0	0	0.269605	cardinal	The marriage was with [no] children .
Q508338	https://en.wikipedia.org/wiki?curid=4520042	Luca Zaia	0	0	0.245333	cardinal	The couple has [no] children .
Q3200733	https://en.wikipedia.org/wiki?curid=38468822	Conrad Theodor van Deventer	0	0	0.136144	cardinal	He married Elisabeth Maria Louise Maas ; they had [no] children .
Q185152	https://en.wikipedia.org/wiki?curid=55072	Puyi	0	0	0.136145	cardinal	They had [no] children .
